station_id,station_name
467050,新屋 (XINWU)
C0C460,復興 (Fuxing)
C0C480,桃園 (Taoyuan)
C0C490,八德 (Bade)
C0C650,平鎮 (Pingjhen)
C0C660,楊梅 (Yangmei)
C0C670,龍潭 (Longtan)
C0C680,龜山 (Guishan)
C0C700,中壢 (Zhongli)
C0C710,大溪永福 (Yongfu Daxi)
C0C540,大園 (Dayuan)
C0C590,觀音 (Guanyin)
C0C620,蘆竹 (Luzhu)
C0C630,大溪 (Dasi)
