о╔╢б,┐дел,╞[┤·п╕жW,оЁ╖┼(вJ),│╠зCоЁ╖┼(вJ),м█╣я╖├л╫(%),н╖│t(m/s),н░дЇ╢q(mm),жa░╧╜X
2005/1/1,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/1/2,оч╢щел,оч╢щ,nan,nan,nan,nan,0.5,338
2005/1/3,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/1/4,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/1/5,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/1/6,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/1/7,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/1/8,оч╢щел,оч╢щ,nan,nan,nan,nan,0.5,338
2005/1/9,оч╢щел,оч╢щ,nan,nan,nan,nan,1.5,338
2005/1/10,оч╢щел,оч╢щ,nan,nan,nan,nan,0.5,338
2005/1/11,оч╢щел,оч╢щ,nan,nan,nan,nan,0.5,338
2005/1/12,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/1/13,оч╢щел,оч╢щ,nan,nan,nan,nan,26,338
2005/1/14,оч╢щел,оч╢щ,nan,nan,nan,nan,5.5,338
2005/1/15,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/1/16,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/1/17,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/1/18,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/1/19,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/1/20,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/1/21,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/1/22,оч╢щел,оч╢щ,nan,nan,nan,nan,7.5,338
2005/1/23,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/1/24,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/1/25,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/1/26,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/1/27,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/1/28,оч╢щел,оч╢щ,nan,nan,nan,nan,1,338
2005/1/29,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/1/30,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/1/31,оч╢щел,оч╢щ,nan,nan,nan,nan,0.5,338
2005/2/1,оч╢щел,оч╢щ,nan,nan,nan,nan,0.5,338
2005/2/2,оч╢щел,оч╢щ,nan,nan,nan,nan,5,338
2005/2/3,оч╢щел,оч╢щ,nan,nan,nan,nan,3,338
2005/2/4,оч╢щел,оч╢щ,nan,nan,nan,nan,2,338
2005/2/5,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/2/6,оч╢щел,оч╢щ,nan,nan,nan,nan,0.5,338
2005/2/7,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/2/8,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/2/9,оч╢щел,оч╢щ,nan,nan,nan,nan,0.5,338
2005/2/10,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/2/11,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/2/12,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/2/13,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/2/14,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/2/15,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/2/16,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/2/17,оч╢щел,оч╢щ,nan,nan,nan,nan,23.5,338
2005/2/18,оч╢щел,оч╢щ,nan,nan,nan,nan,25,338
2005/2/19,оч╢щел,оч╢щ,nan,nan,nan,nan,34,338
2005/2/20,оч╢щел,оч╢щ,nan,nan,nan,nan,27.5,338
2005/2/21,оч╢щел,оч╢щ,nan,nan,nan,nan,19.5,338
2005/2/22,оч╢щел,оч╢щ,nan,nan,nan,nan,7,338
2005/2/23,оч╢щел,оч╢щ,nan,nan,nan,nan,1,338
2005/2/24,оч╢щел,оч╢щ,nan,nan,nan,nan,5.5,338
2005/2/25,оч╢щел,оч╢щ,nan,nan,nan,nan,28.5,338
2005/2/26,оч╢щел,оч╢щ,nan,nan,nan,nan,46,338
2005/2/27,оч╢щел,оч╢щ,nan,nan,nan,nan,52.5,338
2005/2/28,оч╢щел,оч╢щ,nan,nan,nan,nan,16,338
2005/3/1,оч╢щел,оч╢щ,nan,nan,nan,nan,27,338
2005/3/2,оч╢щел,оч╢щ,nan,nan,nan,nan,37.5,338
2005/3/3,оч╢щел,оч╢щ,nan,nan,nan,nan,34.5,338
2005/3/4,оч╢щел,оч╢щ,nan,nan,nan,nan,1.5,338
2005/3/5,оч╢щел,оч╢щ,nan,nan,nan,nan,1.5,338
2005/3/6,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/3/7,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/3/8,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/3/9,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/3/10,оч╢щел,оч╢щ,nan,nan,nan,nan,0.5,338
2005/3/11,оч╢щел,оч╢щ,nan,nan,nan,nan,2,338
2005/3/12,оч╢щел,оч╢щ,nan,nan,nan,nan,36,338
2005/3/13,оч╢щел,оч╢щ,nan,nan,nan,nan,13,338
2005/3/14,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/3/15,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/3/16,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/3/17,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/3/18,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/3/19,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/3/20,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/3/21,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/3/22,оч╢щел,оч╢щ,nan,nan,nan,nan,31,338
2005/3/23,оч╢щел,оч╢щ,nan,nan,nan,nan,6.5,338
2005/3/24,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/3/25,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/3/26,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/3/27,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/3/28,оч╢щел,оч╢щ,nan,nan,nan,nan,0.5,338
2005/3/29,оч╢щел,оч╢щ,nan,nan,nan,nan,9,338
2005/3/30,оч╢щел,оч╢щ,nan,nan,nan,nan,0.2,338
2005/3/31,оч╢щел,оч╢щ,nan,nan,nan,nan,3.2,338
2005/4/1,оч╢щел,оч╢щ,nan,nan,nan,nan,1,338
2005/4/2,оч╢щел,оч╢щ,nan,nan,nan,nan,11,338
2005/4/3,оч╢щел,оч╢щ,nan,nan,nan,nan,0.5,338
2005/4/4,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/4/5,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/4/6,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/4/7,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/4/8,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/4/9,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/4/10,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/4/11,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/4/12,оч╢щел,оч╢щ,nan,nan,nan,nan,2,338
2005/4/13,оч╢щел,оч╢щ,nan,nan,nan,nan,0.5,338
2005/4/14,оч╢щел,оч╢щ,nan,nan,nan,nan,0.5,338
2005/4/15,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/4/16,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/4/17,оч╢щел,оч╢щ,nan,nan,nan,nan,1.5,338
2005/4/18,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/4/19,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/4/20,оч╢щел,оч╢щ,nan,nan,nan,nan,0.5,338
2005/4/21,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/4/22,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/4/23,оч╢щел,оч╢щ,nan,nan,nan,nan,7.5,338
2005/4/24,оч╢щел,оч╢щ,nan,nan,nan,nan,8.5,338
2005/4/25,оч╢щел,оч╢щ,nan,nan,nan,nan,0.5,338
2005/4/26,оч╢щел,оч╢щ,nan,nan,nan,nan,17,338
2005/4/27,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/4/28,оч╢щел,оч╢щ,nan,nan,nan,nan,13,338
2005/4/29,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/4/30,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/5/1,оч╢щел,оч╢щ,nan,nan,nan,nan,6,338
2005/5/2,оч╢щел,оч╢щ,nan,nan,nan,nan,34,338
2005/5/3,оч╢щел,оч╢щ,nan,nan,nan,nan,20,338
2005/5/4,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/5/5,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/5/6,оч╢щел,оч╢щ,nan,nan,nan,nan,20,338
2005/5/7,оч╢щел,оч╢щ,nan,nan,nan,nan,2.5,338
2005/5/8,оч╢щел,оч╢щ,nan,nan,nan,nan,1,338
2005/5/9,оч╢щел,оч╢щ,nan,nan,nan,nan,49.5,338
2005/5/10,оч╢щел,оч╢щ,nan,nan,nan,nan,59.5,338
2005/5/11,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/5/12,оч╢щел,оч╢щ,nan,nan,nan,nan,59.5,338
2005/5/13,оч╢щел,оч╢щ,nan,nan,nan,nan,49.5,338
2005/5/14,оч╢щел,оч╢щ,nan,nan,nan,nan,40,338
2005/5/15,оч╢щел,оч╢щ,nan,nan,nan,nan,104,338
2005/5/16,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/5/17,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/5/18,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/5/19,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/5/20,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/5/21,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/5/22,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/5/23,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/5/24,оч╢щел,оч╢щ,nan,nan,nan,nan,39,338
2005/5/25,оч╢щел,оч╢щ,nan,nan,nan,nan,0.5,338
2005/5/26,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/5/27,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/5/28,оч╢щел,оч╢щ,nan,nan,nan,nan,0.5,338
2005/5/29,оч╢щел,оч╢щ,nan,nan,nan,nan,6.5,338
2005/5/30,оч╢щел,оч╢щ,nan,nan,nan,nan,0.5,338
2005/5/31,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/6/1,оч╢щел,оч╢щ,nan,nan,nan,nan,0.5,338
2005/6/2,оч╢щел,оч╢щ,nan,nan,nan,nan,0.5,338
2005/6/3,оч╢щел,оч╢щ,nan,nan,nan,nan,41.5,338
2005/6/4,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/6/5,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/6/6,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/6/7,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/6/8,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/6/9,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/6/10,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/6/11,оч╢щел,оч╢щ,nan,nan,nan,nan,1,338
2005/6/12,оч╢щел,оч╢щ,nan,nan,nan,nan,12,338
2005/6/13,оч╢щел,оч╢щ,nan,nan,nan,nan,106,338
2005/6/14,оч╢щел,оч╢щ,nan,nan,nan,nan,2.5,338
2005/6/15,оч╢щел,оч╢щ,nan,nan,nan,nan,4,338
2005/6/16,оч╢щел,оч╢щ,nan,nan,nan,nan,46.5,338
2005/6/17,оч╢щел,оч╢щ,nan,nan,nan,nan,1.5,338
2005/6/18,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/6/19,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/6/20,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/6/21,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/6/22,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/6/23,оч╢щел,оч╢щ,nan,nan,nan,nan,1,338
2005/6/24,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/6/25,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/6/26,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/6/27,оч╢щел,оч╢щ,nan,nan,nan,nan,28,338
2005/6/28,оч╢щел,оч╢щ,nan,nan,nan,nan,0.5,338
2005/6/29,оч╢щел,оч╢щ,nan,nan,nan,nan,13.5,338
2005/6/30,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/7/1,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/7/2,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/7/3,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/7/4,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/7/5,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/7/6,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/7/7,оч╢щел,оч╢щ,nan,nan,nan,nan,26,338
2005/7/8,оч╢щел,оч╢щ,nan,nan,nan,nan,13,338
2005/7/9,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/7/10,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/7/11,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/7/12,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/7/13,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/7/14,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/7/15,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/7/16,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/7/17,оч╢щел,оч╢щ,nan,nan,nan,nan,64.5,338
2005/7/18,оч╢щел,оч╢щ,nan,nan,nan,nan,55,338
2005/7/19,оч╢щел,оч╢щ,nan,nan,nan,nan,34,338
2005/7/20,оч╢щел,оч╢щ,nan,nan,nan,nan,6,338
2005/7/21,оч╢щел,оч╢щ,nan,nan,nan,nan,37,338
2005/7/22,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/7/23,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/7/24,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/7/25,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/7/26,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/7/27,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/7/28,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/7/29,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/7/30,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/7/31,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/8/1,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/8/2,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/8/3,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/8/4,оч╢щел,оч╢щ,nan,nan,nan,nan,104.5,338
2005/8/5,оч╢щел,оч╢щ,nan,nan,nan,nan,136,338
2005/8/6,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/8/7,оч╢щел,оч╢щ,nan,nan,nan,nan,64.5,338
2005/8/8,оч╢щел,оч╢щ,nan,nan,nan,nan,0.5,338
2005/8/9,оч╢щел,оч╢щ,nan,nan,nan,nan,0.5,338
2005/8/10,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/8/11,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/8/12,оч╢щел,оч╢щ,nan,nan,nan,nan,4,338
2005/8/13,оч╢щел,оч╢щ,nan,nan,nan,nan,0.5,338
2005/8/14,оч╢щел,оч╢щ,nan,nan,nan,nan,9,338
2005/8/15,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/8/16,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/8/17,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/8/18,оч╢щел,оч╢щ,nan,nan,nan,nan,21,338
2005/8/19,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/8/20,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/8/21,оч╢щел,оч╢щ,nan,nan,nan,nan,0.5,338
2005/8/22,оч╢щел,оч╢щ,nan,nan,nan,nan,6,338
2005/8/23,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/8/24,оч╢щел,оч╢щ,nan,nan,nan,nan,6.5,338
2005/8/25,оч╢щел,оч╢щ,nan,nan,nan,nan,7.5,338
2005/8/26,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/8/27,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/8/28,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/8/29,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/8/30,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/8/31,оч╢щел,оч╢щ,nan,nan,nan,nan,129,338
2005/9/1,оч╢щел,оч╢щ,nan,nan,nan,nan,21,338
2005/9/2,оч╢щел,оч╢щ,nan,nan,nan,nan,4.5,338
2005/9/3,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/9/4,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/9/5,оч╢щел,оч╢щ,nan,nan,nan,nan,0.5,338
2005/9/6,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/9/7,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/9/8,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/9/9,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/9/10,оч╢щел,оч╢щ,nan,nan,nan,nan,16.5,338
2005/9/11,оч╢щел,оч╢щ,nan,nan,nan,nan,16,338
2005/9/12,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/9/13,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/9/14,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/9/15,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/9/16,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/9/17,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/9/18,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/9/19,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/9/20,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/9/21,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/9/22,оч╢щел,оч╢щ,nan,nan,nan,nan,46.5,338
2005/9/23,оч╢щел,оч╢щ,nan,nan,nan,nan,29,338
2005/9/24,оч╢щел,оч╢щ,nan,nan,nan,nan,11,338
2005/9/25,оч╢щел,оч╢щ,nan,nan,nan,nan,1.5,338
2005/9/26,оч╢щел,оч╢щ,nan,nan,nan,nan,0.5,338
2005/9/27,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/9/28,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/9/29,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/9/30,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/10/1,оч╢щел,оч╢щ,nan,nan,nan,nan,0.5,338
2005/10/2,оч╢щел,оч╢щ,nan,nan,nan,nan,47,338
2005/10/3,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/10/4,оч╢щел,оч╢щ,nan,nan,nan,nan,0.5,338
2005/10/5,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/10/6,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/10/7,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/10/8,оч╢щел,оч╢щ,nan,nan,nan,nan,45,338
2005/10/9,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/10/10,оч╢щел,оч╢щ,nan,nan,nan,nan,4,338
2005/10/11,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/10/12,оч╢щел,оч╢щ,nan,nan,nan,nan,0.5,338
2005/10/13,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/10/14,оч╢щел,оч╢щ,nan,nan,nan,nan,1,338
2005/10/15,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/10/16,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/10/17,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/10/18,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/10/19,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/10/20,оч╢щел,оч╢щ,nan,nan,nan,nan,0.5,338
2005/10/21,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/10/22,оч╢щел,оч╢щ,nan,nan,nan,nan,6,338
2005/10/23,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/10/24,оч╢щел,оч╢щ,nan,nan,nan,nan,1.5,338
2005/10/25,оч╢щел,оч╢щ,nan,nan,nan,nan,0.5,338
2005/10/26,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/10/27,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/10/28,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/10/29,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/10/30,оч╢щел,оч╢щ,nan,nan,nan,nan,4.5,338
2005/10/31,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/11/1,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/11/2,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/11/3,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/11/4,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/11/5,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/11/6,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/11/7,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/11/8,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/11/9,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/11/10,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/11/11,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/11/12,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/11/13,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/11/14,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/11/15,оч╢щел,оч╢щ,nan,nan,nan,nan,13,338
2005/11/16,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/11/17,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/11/18,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/11/19,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/11/20,оч╢щел,оч╢щ,nan,nan,nan,nan,1.5,338
2005/11/21,оч╢щел,оч╢щ,nan,nan,nan,nan,2,338
2005/11/22,оч╢щел,оч╢щ,nan,nan,nan,nan,7,338
2005/11/23,оч╢щел,оч╢щ,nan,nan,nan,nan,6,338
2005/11/24,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/11/25,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/11/26,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/11/27,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/11/28,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/11/29,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/11/30,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/12/1,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/12/2,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/12/3,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/12/4,оч╢щел,оч╢щ,nan,nan,nan,nan,3,338
2005/12/5,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/12/6,оч╢щел,оч╢щ,nan,nan,nan,nan,1.5,338
2005/12/7,оч╢щел,оч╢щ,nan,nan,nan,nan,3,338
2005/12/8,оч╢щел,оч╢щ,nan,nan,nan,nan,0.5,338
2005/12/9,оч╢щел,оч╢щ,nan,nan,nan,nan,0.5,338
2005/12/10,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/12/11,оч╢щел,оч╢щ,nan,nan,nan,nan,8,338
2005/12/12,оч╢щел,оч╢щ,nan,nan,nan,nan,0.5,338
2005/12/13,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/12/14,оч╢щел,оч╢щ,nan,nan,nan,nan,5,338
2005/12/15,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/12/16,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/12/17,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/12/18,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/12/19,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/12/20,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/12/21,оч╢щел,оч╢щ,nan,nan,nan,nan,2,338
2005/12/22,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/12/23,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/12/24,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/12/25,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/12/26,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/12/27,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2005/12/28,оч╢щел,оч╢щ,nan,nan,nan,nan,4.5,338
2005/12/29,оч╢щел,оч╢щ,nan,nan,nan,nan,1,338
2005/12/30,оч╢щел,оч╢щ,nan,nan,nan,nan,4.5,338
2005/12/31,оч╢щел,оч╢щ,nan,nan,nan,nan,7.5,338
2006/1/1,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2006/1/2,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2006/1/3,оч╢щел,оч╢щ,nan,nan,nan,nan,0.5,338
2006/1/4,оч╢щел,оч╢щ,nan,nan,nan,nan,0,338
2006/1/5,оч╢щел,оч╢щ,nan,nan,nan,nan,0.5,338
2006/1/6,оч╢щел,оч╢щ,nan,nan,nan,nan,1.5,338
